"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DEU","PHARMAEXP","TOT","PC_GDP","A","2003",1.542,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2004",1.422,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2005",1.558,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2006",1.524,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2007",1.539,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2008",1.572,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2009",1.71,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2010",1.664,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2011",1.54,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2012",1.534,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2013",1.54,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2014",1.583,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2015",1.608,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2016",1.624,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2017",1.612,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2018",1.627,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2019",1.607,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2020",1.751,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1970",42.897,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1971",48.392,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1972",53.476,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1973",58.791,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1974",67.371,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1975",76.314,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1976",84.135,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1977",89.661,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1978",101.799,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1979",111.144,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1980",126.192,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1981",141.852,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1982",146.128,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1983",156.959,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1984",170.747,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1985",185.72,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1986",199.065,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1987",215.973,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1988",236.538,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1989",236.529,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1990",253.628,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1992",310.196,"B"
"DEU","PHARMAEXP","TOT","USD_CAP","A","1993",280.891,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1994",292.926,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1995",309.583,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1996",333.769,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1997",335.385,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1998",357.933,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1999",377.398,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2000",407.469,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2001",441.874,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2002",483.022,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2003",493.455,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2004",475.303,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2005",518.404,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2006",533.928,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2007",574.357,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2008",606.585,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2009",632.661,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2010",663.249,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2011",652.43,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2012",670.593,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2013",693.51,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2014",739.786,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2015",761.448,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2016",819.478,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2017",850.084,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2018",891.878,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2019",880.167,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2020",947.76,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1970",1.328,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1971",1.34,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1972",1.279,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1973",1.154,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1974",1.159,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1975",1.239,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1976",1.136,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1977",1.127,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1978",1.142,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1979",1.072,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1980",1.066,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1981",1.042,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1982",0.884,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1983",0.961,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1984",0.949,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1985",0.982,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1986",1.076,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1987",0.846,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1988",0.844,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1989",0.851,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1990",0.907,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1991",1.012,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1992",1.154,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1993",1.257,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1994",1.335,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1995",1.3,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1996",1.315,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1997",1.298,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1998",1.097,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1999",1.171,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2000",1.439,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2001",1.524,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2002",1.643,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2003",2.076,"B"
"GRC","PHARMAEXP","TOT","PC_GDP","A","2004",2,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2005",2.136,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2006",2.206,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2007",2.255,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2008",2.433,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2009",2.573,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2010",2.761,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2011",2.848,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2012",2.588,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2013",2.314,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2014",2.229,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2015",2.239,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2016",2.362,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2017",2.339,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2018",2.22,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2019",2.325,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2020",2.871,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1970",34.087,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1971",38.69,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1972",42.163,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1973",44.949,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1974",45.58,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1975",55.793,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1976",57.573,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1977",62.359,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1978",71.877,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1979",77.478,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1980",82.786,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1981",84.986,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1982",78.716,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1983",88.586,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1984",94.33,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1985",102.734,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1986",112.053,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1987",87.024,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1988",95.012,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1989",104.155,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1990",115.601,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1991",135.989,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1992",158.029,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1993",173.091,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1994",190.818,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1995",194.263,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1996",206.003,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1997",217.478,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1998",192.313,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1999",209.652,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2000",281.854,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2001",324.459,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2002",389.24,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2003",503.399,"B"
"GRC","PHARMAEXP","TOT","USD_CAP","A","2004",519.224,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2005",547.175,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2006",615.122,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2007",651.201,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2008",734.77,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2009",748.159,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2010",749.826,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2011",709.328,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2012",622.251,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2013",572.577,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2014",567.977,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2015",578.16,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2016",631.254,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2017",647.113,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2018",632.89,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2019",666.093,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2020",750.761,
"HUN","PHARMAEXP","TOT","PC_GDP","A","1991",1.912,
"HUN","PHARMAEXP","TOT","PC_GDP","A","1992",1.975,
"HUN","PHARMAEXP","TOT","PC_GDP","A","1993",2.121,
"HUN","PHARMAEXP","TOT","PC_GDP","A","1994",2.241,
"HUN","PHARMAEXP","TOT","PC_GDP","A","1995",1.796,
"HUN","PHARMAEXP","TOT","PC_GDP","A","1996",1.812,
"HUN","PHARMAEXP","TOT","PC_GDP","A","1997",1.742,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2001",2.026,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2002",2.061,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2003",2.24,"B"
"HUN","PHARMAEXP","TOT","PC_GDP","A","2004",2.258,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2005",2.496,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2006",2.487,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2007",2.277,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2008",2.261,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2009",2.373,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2010",2.477,"B"
"HUN","PHARMAEXP","TOT","PC_GDP","A","2011",2.618,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2012",2.413,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2013",2.191,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2014",2.121,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2015",2.042,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2016",2.059,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2017",1.871,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2018",1.761,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2019",1.729,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2020",1.857,
"HUN","PHARMAEXP","TOT","USD_CAP","A","1991",177.438,
"HUN","PHARMAEXP","TOT","USD_CAP","A","1992",180.992,
"HUN","PHARMAEXP","TOT","USD_CAP","A","1993",198.823,
"HUN","PHARMAEXP","TOT","USD_CAP","A","1994",220.826,
"HUN","PHARMAEXP","TOT","USD_CAP","A","1995",183.099,
"HUN","PHARMAEXP","TOT","USD_CAP","A","1996",188.948,
"HUN","PHARMAEXP","TOT","USD_CAP","A","1997",192.992,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2001",295.567,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2002",337.883,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2003",376.61,"B"
"HUN","PHARMAEXP","TOT","USD_CAP","A","2004",402.121,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2005",457.642,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2006",483.381,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2007",452.144,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2008",476.311,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2009",490.503,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2010",554.391,"B"
"HUN","PHARMAEXP","TOT","USD_CAP","A","2011",614.461,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2012",575.517,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2013",551.813,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2014",561.219,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2015",563.595,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2016",589.379,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2017",554.629,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2018",563.842,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2019",574.811,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2020",615.3,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1970",0.798,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1971",0.882,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1972",0.891,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1973",0.759,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1974",0.72,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1975",0.916,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1976",0.786,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1977",0.763,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1978",0.818,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1979",0.862,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1980",0.981,"B"
"ISL","PHARMAEXP","TOT","PC_GDP","A","1981",0.939,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1982",1.017,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1983",1.261,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1984",1.114,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1985",1.177,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1986",1.191,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1987",1.135,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1988",1.171,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1989",1.196,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1990",1.041,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1991",0.974,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1992",1.042,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1993",1.011,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1994",1.038,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1995",1.084,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1996",1.13,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1997",1.203,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1998",1.227,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1999",1.274,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2000",1.422,"B"
"ISL","PHARMAEXP","TOT","PC_GDP","A","2001",1.36,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2002",1.449,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2003",1.517,"B"
"ISL","PHARMAEXP","TOT","PC_GDP","A","2004",1.457,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2005",1.317,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2006",1.242,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2007",1.159,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2008",1.241,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2009",1.398,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2010",1.361,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2011",1.281,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2012",1.227,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2013",1.136,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2014",1.067,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2015",1.02,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2016",0.938,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2017",0.905,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2018",0.901,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2019",0.943,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2020",1.09,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2021",1.15,"P"
"ISL","PHARMAEXP","TOT","USD_CAP","A","1970",28.437,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1971",38.402,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1972",43.415,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1973",42.803,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1974",46.62,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1975",58.281,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1976",56.601,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1977",65.76,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1978",80.924,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1979",92.839,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1980",120.025,"B"
"ISL","PHARMAEXP","TOT","USD_CAP","A","1981",128.115,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1982",149.004,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1983",179.242,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1984",164.259,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1985",182.192,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1986",206.045,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1987",225.963,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1988",234.682,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1989",239.008,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1990",220.216,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1991",212.391,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1992",221.745,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1993",216.987,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1994",235.052,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1995",249.758,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1996",269.332,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1997",312.746,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1998",338.45,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1999",370.923,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2000",424.768,"B"
"ISL","PHARMAEXP","TOT","USD_CAP","A","2001",427.571,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2002",470.918,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2003",484.45,"B"
"ISL","PHARMAEXP","TOT","USD_CAP","A","2004",509.515,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2005",482.889,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2006",492.809,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2007",494.023,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2008",537.29,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2009",554.651,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2010",531.339,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2011",517.476,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2012",509.66,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2013",486.27,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2014",466.895,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2015",472.054,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2016",455.666,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2017",450.201,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2018",455.714,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2019",478.53,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2020",528.932,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2021",607.034,"P"
"IRL","PHARMAEXP","TOT","PC_GDP","A","1975",0.974,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1976",0.958,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1977",0.904,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1978",0.918,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1979",0.897,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1980",0.879,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1981",0.747,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1982",0.734,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1983",0.706,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1984",0.717,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1985",0.721,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1986",0.745,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1987",0.745,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1988",0.738,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1989",0.749,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1990",0.717,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1991",0.728,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1992",0.752,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1993",0.763,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1994",0.759,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1995",0.735,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1996",0.764,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1997",0.734,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1998",0.744,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1999",0.78,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2000",0.836,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2001",0.923,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2002",0.986,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2003",1.057,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2004",1.13,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2005",1.182,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2006",1.238,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2007",1.277,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2008",1.456,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2009",1.593,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2010",1.559,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2011",1.519,"B"
"IRL","PHARMAEXP","TOT","PC_GDP","A","2012",1.531,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2013",1.396,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2014",1.263,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2015",0.955,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2016",0.97,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2017",0.919,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2018",0.856,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2019",0.785,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2020",0.818,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1975",37.2,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1976",38.899,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1977",41.409,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1978",48.617,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1979",52.105,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1980",55.666,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1981",51.754,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1982",54.485,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1983",54.89,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1984",59.536,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1985",63.928,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1986",68.507,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1987",73.839,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1988",79.803,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1989",91.092,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1990",96.086,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1991",100.722,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1992",109.326,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1993",118.811,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1994",125.914,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1995",136.152,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1996",152.74,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1997",161.814,
